Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude,BIO_score,LANG_score,OVERALL,MATH_STEM_RATIO,CS_STEM_RATIO,LANG_OVERALL_RATIO,CBSE_FLAG,ENGLISH_MEDIUM,Total Math_PERCENTILE,Total PHY_PERCENTILE,Total CS/IT_PERCENTILE,Total BIO/other_PERCENTILE,career_20
25,Other,CBSE ,81.0,86.0,54,52,58.0,64.0,83.0,61.8,84.6,CBSE,English,247.0,61.75,73.19999999999999,Medium,64.0,83.5,73.19999999999999,0.21862348178137653,0.3360323886639676,1.1407103825136613,1,1,0.13968072976054732,0.06727480045610035,0.4991448118586089,0.08637400228050171,9
26,HS,West Bengal Council of Higher Secondary Education  ,87.0,82.0,88,58,74.0,87.0,83.0,83.6,85.71,West Bengal Board of Secondary Education ,Bengali,303.0,75.75,84.655,Medium,87.0,84.5,84.655,0.29042904290429045,0.2739273927392739,0.9981690390408127,0,0,0.7847776510832383,0.15022805017103763,0.4991448118586089,0.8278221208665907,3
27,SSCE,CBSE,32.0,86.0,61,53,53.0,75.0,65.0,61.4,79.0,CBSE,English,232.0,58.0,70.2,Low,75.0,59.0,70.2,0.2629310344827586,0.2801724137931034,0.8404558404558404,1,1,0.26254275940706956,0.08523375142531357,0.039623717217787915,0.23090079817559864,13
28,SSCE,CBSE,86.0,86.0,45,59,65.0,80.0,80.0,67.0,86.0,ICSE,English,249.0,62.25,76.5,Medium,80.0,86.0,76.5,0.18072289156626506,0.321285140562249,1.1241830065359477,1,1,0.04532497149372862,0.15992018244013684,0.12913340935005702,0.4985746864310148,9
29,HS,WBCHSE,76.0,73.0,50,51,60.0,63.0,83.0,64.6,80.0,WBBSE,Bengali,244.0,61.0,72.3,Medium,63.0,74.5,72.3,0.20491803278688525,0.3401639344262295,1.0304287690179808,0,0,0.0903648802736602,0.042759407069555305,0.4991448118586089,0.07782212086659065,10
30,HS,CBSE,86.0,86.0,90,74,91.0,80.0,88.0,85.8,0.92,ICSE,English,343.0,85.75,43.36,High,80.0,86.0,43.36,0.26239067055393583,0.2565597667638484,1.9833948339483396,1,1,0.8192702394526796,0.47690992018244016,0.8822690992018244,0.4985746864310148,1
31,HS,BSEB,80.0,71.0,87,77,66.0,80.0,83.0,76.2,0.734,BSEB,Hindi,313.0,78.25,38.467,Medium,80.0,75.5,38.467,0.2779552715654952,0.26517571884984026,1.9627212935763123,0,0,0.7671037628278221,0.5538768529076397,0.4991448118586089,0.4985746864310148,4
32,HS,WBCHSE,75.0,20.0,83,51,65.0,80.0,55.0,65.8,0.74,WBBSE,English,254.0,63.5,33.27,Medium,80.0,47.5,33.269999999999996,0.32677165354330706,0.21653543307086615,1.4277126540426812,0,1,0.6918472063854048,0.042759407069555305,0.011972633979475485,0.4985746864310148,12
33,SSCE,Central Board Of Secondary Education,85.0,86.0,58,61,63.0,80.0,88.0,71.0,72.16,Central Board Of Secondary Education,English,270.0,67.5,71.58,Medium,80.0,85.5,71.58,0.21481481481481482,0.32592592592592595,1.1944677284157585,0,1,0.20467502850627137,0.20496009122006842,0.8822690992018244,0.4985746864310148,5
34,SSCE,CBSE,78.0,96.0,72,80,82.0,87.0,83.0,84.6,85.16,CBSE,English,317.0,79.25,84.88,Medium,87.0,87.0,84.88,0.22712933753943218,0.2618296529968454,1.02497643732328,1,1,0.4655074116305587,0.61345496009122,0.4991448118586089,0.8278221208665907,4
35,ISC,Council for the Indian certificate examination ,75.0,83.0,61,75,83.0,80.0,69.0,77.0,84.0,ICSE,English,288.0,72.0,80.5,Medium,80.0,79.0,80.5,0.21180555555555555,0.23958333333333334,0.9813664596273292,0,1,0.26254275940706956,0.4991448118586089,0.055872291904218926,0.4985746864310148,10
36,ISC,CISCE,83.0,69.0,43,49,44.0,53.0,83.0,59.6,0.876,CISCE ,English,219.0,54.75,30.238,Low,53.0,76.0,30.238,0.1963470319634703,0.3789954337899543,2.513393742972419,0,1,0.01282782212086659,0.011687571265678449,0.4991448118586089,0.021664766248574687,20
37,HS,West Bengal Board of Secondary education ,92.0,87.0,44,52,60.0,74.0,83.0,73.0,0.855,West Bengal board of Secondary education ,Bengali,239.0,59.75,36.9275,Low,74.0,89.5,36.9275,0.18410041841004185,0.3472803347280335,2.423667998104394,0,0,0.02708095781071836,0.06727480045610035,0.4991448118586089,0.2112314709236032,9
38,HS,WBCHSE,80.0,91.0,60,51,55.0,80.0,70.0,71.2,100.0,WBBSE,Bengali,236.0,59.0,85.6,Low,80.0,85.5,85.6,0.2542372881355932,0.2966101694915254,0.9988317757009346,0,0,0.2354618015963512,0.042759407069555305,0.06100342075256556,0.4985746864310148,6
39,HS,WBCHSE,85.0,96.0,80,66,77.0,86.0,83.0,84.8,78.71,WBBSE,Bengali,306.0,76.5,81.755,Medium,86.0,90.5,81.755,0.26143790849673204,0.27124183006535946,1.1069659348052108,0,0,0.6271379703534777,0.31442417331813,0.4991448118586089,0.8084378563283923,4
40,HS,WBCHSE,50.0,86.0,70,63,62.0,80.0,73.0,70.8,0.9243,WBBSE,English,268.0,67.0,35.86215,Medium,80.0,68.0,35.86215,0.26119402985074625,0.27238805970149255,1.8961495615851254,0,1,0.4258836944127708,0.2508551881413911,0.07953249714937287,0.4985746864310148,12
41,HS,WBCHSE,82.0,95.0,44,52,70.0,81.0,83.0,76.0,91.0,WBBSE,Bengali,249.0,62.25,83.5,Medium,81.0,88.5,83.5,0.17670682730923695,0.3333333333333333,1.0598802395209581,0,0,0.02708095781071836,0.06727480045610035,0.4991448118586089,0.7115165336374002,6
42,HS,WBCHSE,72.0,94.0,90,88,74.0,62.0,62.0,83.6,93.0,WBCSE,Bengali,314.0,78.5,88.3,Medium,62.0,83.0,88.3,0.28662420382165604,0.19745222929936307,0.9399773499433749,0,0,0.8192702394526796,0.822405929304447,0.027936145952109463,0.06870011402508552,4
43,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION ,94.0,86.0,90,99,85.0,80.0,94.0,92.4,84.0,CENTRAL BOARD OF SECONDARY EDUCATION ,English,368.0,92.0,88.2,High,80.0,90.0,88.2,0.24456521739130435,0.2554347826086957,1.0204081632653061,0,1,0.8192702394526796,0.9951539338654504,0.9464082098061574,0.4985746864310148,1
44,ISC,CISCE (Council for the Indian School Certificate Examinations),93.0,94.0,95,90,97.0,80.0,100.0,95.8,98.2,CISCE (Council for the Indian School Certificate Examinations),English,382.0,95.5,97.0,High,80.0,93.5,97.0,0.2486910994764398,0.2617801047120419,0.9639175257731959,0,1,0.9233181299885975,0.8608893956670467,0.9974344355758267,0.4985746864310148,1
45,SSCE,CBSE ,88.0,86.0,86,86,83.0,80.0,86.0,85.8,92.66,CBSE ,English,341.0,85.25,89.22999999999999,High,80.0,87.0,89.22999999999999,0.25219941348973607,0.25219941348973607,0.9750084052448729,1,1,0.750570125427594,0.7785062713797035,0.86345496009122,0.4985746864310148,1
46,ISC,INDIAN SCHOOL CERTIFICATE EXAMINATIONS,94.0,89.0,88,83,90.0,99.0,83.0,92.0,90.2,INDIAN SCHOOL CERTIFICATE EXAMINATIONS ,English,344.0,86.0,91.1,High,99.0,91.5,91.1,0.2558139534883721,0.24127906976744187,1.004390779363337,0,1,0.7847776510832383,0.7032497149372862,0.4991448118586089,0.9937286202964652,1
47,HS,WBCHSE,75.0,83.0,44,65,58.0,80.0,70.0,70.2,73.71,WBBSE,Bengali,237.0,59.25,71.955,Low,80.0,79.0,71.955,0.18565400843881857,0.29535864978902954,1.0979084149815856,0,0,0.02708095781071836,0.2967502850627138,0.06100342075256556,0.4985746864310148,12
48,HS,WEST BENGAL BOARD OF COUNCIL,75.0,78.0,53,51,50.0,66.0,83.0,64.6,0.79,WEAT BENGAL BOARD OF COUNCIL ,Bengali,237.0,59.25,32.695,Low,66.0,76.5,32.695,0.22362869198312235,0.350210970464135,2.339807309986236,0,0,0.12229190421892816,0.042759407069555305,0.4991448118586089,0.11345496009122007,20
49,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,92.0,98.0,97,78,90.0,86.0,83.0,92.6,96.42,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,348.0,87.0,94.51,High,86.0,95.0,94.50999999999999,0.27873563218390807,0.23850574712643677,1.0051846365463972,0,0,0.9552451539338654,0.5781071835803877,0.4991448118586089,0.8084378563283923,1
50,HS,WEST BENGAL BOARD OF HIGHER SECONDARY EDUCATION,77.0,86.0,74,60,51.0,80.0,83.0,75.4,80.0,WEST BENGAL BOARD OF SECONDARY EDUCATION,Bengali,268.0,67.0,77.7,Medium,80.0,81.5,77.7,0.27611940298507465,0.30970149253731344,1.0489060489060489,0,0,0.5017103762827823,0.1790193842645382,0.4991448118586089,0.4985746864310148,10
51,SSCE,Central Board of secondary Education,88.0,86.0,58,65,63.0,80.0,77.0,70.2,91.2,Council for the indian school certificate examination,English,263.0,65.75,80.7,Medium,80.0,87.0,80.7,0.22053231939163498,0.29277566539923955,1.0780669144981412,0,1,0.20467502850627137,0.2967502850627138,0.10661345496009123,0.4985746864310148,9
52,SSCE,CBSE,83.0,86.0,76,63,68.0,80.0,87.0,75.4,82.8,CBSE,English,294.0,73.5,79.1,Medium,80.0,84.5,79.1,0.2585034013605442,0.29591836734693877,1.06826801517067,1,1,0.5513112884834663,0.2508551881413911,0.8720068415051311,0.4985746864310148,5
53,HS,CBSE,62.0,62.0,43,52,51.0,59.0,80.0,63.0,80.0,CBSE,English,226.0,56.5,71.5,Low,59.0,62.0,71.5,0.1902654867256637,0.35398230088495575,0.8671328671328671,1,1,0.01282782212086659,0.06727480045610035,0.12913340935005702,0.04446978335233751,17
54,HS,CBSE,91.0,86.0,71,83,82.0,88.0,83.0,83.0,0.932,CBSE,English,319.0,79.75,41.966,Medium,88.0,88.5,41.966,0.2225705329153605,0.2601880877742947,2.1088500214459325,1,1,0.44954389965792474,0.7032497149372862,0.4991448118586089,0.8483466362599772,4
55,HS,West Bengal Council Of Higher Secondary Education,99.0,93.0,81,51,80.0,87.0,83.0,88.0,88.46,West Bengal Board Of Secondary Education,Bengali,295.0,73.75,88.22999999999999,Medium,87.0,96.0,88.22999999999999,0.2745762711864407,0.28135593220338984,1.088065283917035,0,0,0.6505131128848347,0.042759407069555305,0.4991448118586089,0.8278221208665907,6
56,HS,WBCHSE ,85.0,90.0,85,73,84.0,76.0,83.0,84.0,0.87,WBBSE,Bengali,325.0,81.25,42.435,High,76.0,87.5,42.435,0.26153846153846155,0.2553846153846154,2.0619771415105452,0,0,0.7320410490307868,0.45923603192702395,0.4991448118586089,0.2525655644241733,2
57,HS,West Bengal board,76.0,80.0,71,53,58.0,67.0,83.0,70.4,60.0,West Bengal board ,Bengali,265.0,66.25,65.2,Medium,67.0,78.0,65.2,0.2679245283018868,0.3132075471698113,1.196319018404908,0,0,0.44954389965792474,0.08523375142531357,0.4991448118586089,0.1265678449258837,19
58,HS,WBCHSC,80.0,90.0,70,56,67.0,72.0,83.0,75.8,92.2,WBBSC,Bengali,276.0,69.0,84.0,Medium,72.0,85.0,84.0,0.2536231884057971,0.3007246376811594,1.0119047619047619,0,0,0.4258836944127708,0.12343215507411631,0.4991448118586089,0.18329532497149373,6
59,ISC, Council For The Indian School Certificate Examinations,86.0,92.0,93,89,81.0,88.0,83.0,89.6,90.0, Council For The Indian School Certificate Examinations,English,346.0,86.5,89.8,High,88.0,89.0,89.8,0.26878612716763006,0.2398843930635838,0.9910913140311804,0,1,0.8848346636259977,0.8389395667046751,0.4991448118586089,0.8483466362599772,1
60,HS,WBCHSE,63.0,97.0,70,57,63.0,80.0,83.0,75.2,65.14,WBBSE,English,273.0,68.25,70.17,Medium,80.0,80.0,70.17,0.2564102564102564,0.304029304029304,1.1400883568476556,0,1,0.4258836944127708,0.13740022805017105,0.4991448118586089,0.4985746864310148,12
61,HS,West Bengal Council of Higher Secondary Education,84.0,90.0,60,53,68.0,84.0,83.0,77.2,93.57,West Bengal Board of Secondary Education,Bengali,264.0,66.0,85.38499999999999,Medium,84.0,87.0,85.38499999999999,0.22727272727272727,0.3143939393939394,1.0189143292147333,0,0,0.2354618015963512,0.08523375142531357,0.4991448118586089,0.7725199543899658,6
62,HS,Central Board of Secondary Education ,89.0,86.0,77,85,85.0,87.0,93.0,87.8,83.6,Central Board of Secondary Education ,English,340.0,85.0,85.69999999999999,High,87.0,87.5,85.69999999999999,0.22647058823529412,0.2735294117647059,1.0210035005834308,0,1,0.5738312428734321,0.7522805017103763,0.9332953249714937,0.8278221208665907,1
63,SSCE,CENTRAL BOARD OF SECONDARY EDUCATION,81.0,84.0,72,82,83.0,80.0,89.0,83.8,92.0,CENTRAL BOARD OF SECONDARY EDUCATION,English,326.0,81.5,87.9,High,80.0,82.5,87.9,0.22085889570552147,0.27300613496932513,0.9385665529010239,0,1,0.4655074116305587,0.677023945267959,0.8908209806157354,0.4985746864310148,2
64,HS,CBSE,67.0,86.0,53,52,60.0,80.0,58.0,58.0,84.0,CBSE,English,223.0,55.75,71.0,Low,80.0,76.5,71.0,0.23766816143497757,0.2600896860986547,1.0774647887323943,1,1,0.12229190421892816,0.06727480045610035,0.016248574686431014,0.4985746864310148,12
65,HS,WEST BENGAL COUNSELING OF HIGHER SECONDARY EDUCATION ,81.0,86.0,65,72,57.0,82.0,83.0,77.2,91.57,WEST BENGAL BOARD OF SECONDARY EDUCATION ,Bengali,277.0,69.25,84.38499999999999,Medium,82.0,83.5,84.38499999999999,0.23465703971119134,0.2996389891696751,0.9895123540913671,0,0,0.33836944127708096,0.4372862029646522,0.4991448118586089,0.7346066134549601,6
66,HS,West Bengal Council Of Higher Secondary Education ,84.0,83.0,52,56,63.0,80.0,83.0,73.2,0.76,West Bengal Board Of Secondary Education ,Bengali,254.0,63.5,36.98,Medium,80.0,83.5,36.980000000000004,0.2047244094488189,0.32677165354330706,2.257977285018929,0,0,0.10860889395667046,0.12343215507411631,0.4991448118586089,0.4985746864310148,9
67,HS,WBCHSE,56.0,74.0,44,51,52.0,67.0,83.0,60.0,0.77,WBBSE,Bengali,230.0,57.5,30.385,Low,67.0,65.0,30.385,0.19130434782608696,0.36086956521739133,2.1392134276781305,0,0,0.02708095781071836,0.042759407069555305,0.4991448118586089,0.1265678449258837,20
68,HS,West Bengal Council of Higher Secondary Education,83.0,81.0,44,57,67.0,75.0,83.0,72.6,69.4,West Bengal Board of Secondary Education,Bengali,251.0,62.75,71.0,Medium,75.0,82.0,71.0,0.1752988047808765,0.33067729083665337,1.1549295774647887,0,0,0.02708095781071836,0.13740022805017105,0.4991448118586089,0.23090079817559864,9
69,ISC,CISCE,89.0,97.0,94,85,86.0,84.0,83.0,90.2,0.89,CISCE,English,348.0,87.0,45.545,High,84.0,93.0,45.545,0.27011494252873564,0.23850574712643677,2.041936546272917,0,1,0.9033637400228051,0.7522805017103763,0.4991448118586089,0.7725199543899658,1
70,HS,WBCHSE,90.0,90.0,94,73,83.0,78.0,83.0,87.0,90.14,WBBSE,Bengali,333.0,83.25,88.57,High,78.0,90.0,88.57,0.2822822822822823,0.24924924924924924,1.01614542170035,0,0,0.9033637400228051,0.45923603192702395,0.4991448118586089,0.2859179019384265,2
71,HS,CBSE,83.0,86.0,54,53,58.0,100.0,83.0,69.6,74.4,CBSE,English,248.0,62.0,72.0,Medium,100.0,84.5,72.0,0.21774193548387097,0.3346774193548387,1.1736111111111112,1,1,0.13968072976054732,0.08523375142531357,0.4991448118586089,0.9982896237172177,9
72,HS,WBCHSE ,80.0,91.0,82,73,88.0,44.0,83.0,82.8,82.86,WBSE ,Bengali,326.0,81.5,82.83,High,44.0,85.5,82.83,0.25153374233128833,0.254601226993865,1.032234697573343,0,0,0.6710376282782212,0.45923603192702395,0.4991448118586089,0.003990877993158495,2
73,HS,CBSE,80.0,86.0,70,52,56.0,80.0,93.0,70.2,90.2,CBSE,English,271.0,67.75,80.2,Medium,80.0,83.0,80.2,0.25830258302583026,0.34317343173431736,1.0349127182044888,1,1,0.4258836944127708,0.06727480045610035,0.9332953249714937,0.4985746864310148,5
74,HS,CBSE,70.0,69.0,72,64,71.0,80.0,60.0,69.2,89.0,CBSE,English,267.0,66.75,79.1,Medium,80.0,69.5,79.1,0.2696629213483146,0.2247191011235955,0.8786346396965866,1,1,0.4655074116305587,0.2759407069555302,0.020524515393386546,0.4985746864310148,10
75,Other,CBSE,86.0,86.0,51,59,67.0,65.0,83.0,65.6,0.832,CBSE,English,260.0,65.0,33.215999999999994,Medium,65.0,86.0,33.215999999999994,0.19615384615384615,0.3192307692307692,2.589113680154143,1,1,0.0983466362599772,0.15992018244013684,0.4991448118586089,0.09920182440136831,9
76,HS,WBCHSE,80.0,90.0,56,67,70.0,90.0,83.0,79.4,86.85,WBBSE,Bengali,276.0,69.0,83.125,Medium,90.0,85.0,83.125,0.2028985507246377,0.3007246376811594,1.0225563909774436,0,0,0.17103762827822122,0.33409350057012543,0.4991448118586089,0.8762827822120867,6
77,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,74.0,96.0,89,66,88.0,80.0,95.0,88.4,93.14,WEST BENGAL BOARD OF SECONDARY EDUCATION,English,338.0,84.5,90.77,High,80.0,85.0,90.77000000000001,0.26331360946745563,0.28106508875739644,0.9364327420954058,0,1,0.79903078677309,0.31442417331813,0.9615165336374002,0.4985746864310148,2
78,HS,CBSE,91.0,86.0,65,65,84.0,91.0,65.0,79.2,87.6,CBSE,English,279.0,69.75,83.4,Medium,91.0,88.5,83.4,0.23297491039426524,0.23297491039426524,1.0611510791366905,1,1,0.33836944127708096,0.2967502850627138,0.039623717217787915,0.9007981755986317,6
79,HS,Wbchse,84.0,88.0,46,61,60.0,67.0,83.0,72.0,0.73,Wbbsc,Bengali,250.0,62.5,36.365,Medium,67.0,86.0,36.365,0.184,0.332,2.3649113158256565,0,0,0.059578107183580385,0.20496009122006842,0.4991448118586089,0.1265678449258837,9
80,HS,CBSE,94.0,86.0,95,95,97.0,80.0,97.0,95.6,78.4,CBSE,English,384.0,96.0,87.0,High,80.0,90.0,87.0,0.24739583333333334,0.2526041666666667,1.0344827586206897,1,1,0.9233181299885975,0.9677879133409351,0.9823261117445838,0.4985746864310148,1
81,SSCE,Central Board of Secondary Education,54.0,86.0,45,51,57.0,82.0,56.0,60.0,0.728,Central Board of Secondary Education,English,209.0,52.25,30.364,Low,82.0,70.0,30.364,0.215311004784689,0.2679425837320574,2.305361612435779,0,1,0.04532497149372862,0.042759407069555305,0.013968072976054732,0.7346066134549601,12
82,HS,WBCHSE ,72.0,80.0,56,53,65.0,60.0,83.0,66.6,78.0,WBBSE,Bengali,257.0,64.25,72.3,Medium,60.0,76.0,72.3,0.2178988326848249,0.3229571984435798,1.0511756569847857,0,0,0.17103762827822122,0.08523375142531357,0.4991448118586089,0.049600912200684154,10
83,SSCE,CBSE,87.0,86.0,55,65,56.0,87.0,62.0,71.4,93.4,CBSE,English,238.0,59.5,82.4,Low,87.0,86.5,82.4,0.23109243697478993,0.2605042016806723,1.049757281553398,1,1,0.15592930444697833,0.2967502850627138,0.027936145952109463,0.8278221208665907,6
84,HS,WBCHSE,83.0,96.0,60,63,80.0,82.0,83.0,80.8,86.14,WBBSE,Bengali,286.0,71.5,83.47,Medium,82.0,89.5,83.47,0.2097902097902098,0.2902097902097902,1.0722415239008027,0,0,0.2354618015963512,0.2508551881413911,0.4991448118586089,0.7346066134549601,6
85,HS,WBCHSE ,66.0,71.0,71,52,61.0,60.0,83.0,65.8,57.57,WBBSE ,Bengali,267.0,66.75,61.685,Medium,60.0,68.5,61.685,0.26591760299625467,0.31086142322097376,1.1104806679095405,0,0,0.44954389965792474,0.06727480045610035,0.4991448118586089,0.049600912200684154,20
86,Other,JHARKHAND ACADMIC COUNCIL ,85.0,86.0,69,84,86.0,80.0,75.0,79.8,80.0,CBSE,English,314.0,78.5,79.9,Medium,80.0,85.5,79.9,0.2197452229299363,0.23885350318471338,1.0700876095118899,0,1,0.4070695553021665,0.7274800456100342,0.09350057012542759,0.4985746864310148,4
87,SSCE,CBSE ,82.0,86.0,46,81,71.0,65.0,83.0,69.0,79.8,CBSE,English,281.0,70.25,74.4,Medium,65.0,84.0,74.4,0.16370106761565836,0.29537366548042704,1.129032258064516,1,1,0.059578107183580385,0.6476624857468644,0.4991448118586089,0.09920182440136831,9
88,HS,wbchse,53.0,91.0,65,75,73.0,53.0,83.0,71.4,80.0,wbbse,English,296.0,74.0,75.7,Medium,53.0,72.0,75.7,0.2195945945945946,0.28040540540540543,0.9511228533685601,0,1,0.33836944127708096,0.4991448118586089,0.4991448118586089,0.021664766248574687,10
89,ISC,"Council For The Indian School Certificate Examinations ,New Delhi",91.0,91.0,74,72,74.0,86.0,83.0,83.2,0.94,Council For The Indian School Certificate Examinations New Delhi,English,303.0,75.75,42.07,Medium,86.0,91.0,42.07,0.24422442244224424,0.2739273927392739,2.1630615640599,0,1,0.5017103762827823,0.4372862029646522,0.4991448118586089,0.8084378563283923,4
90,HS,WBCHSE,94.0,90.0,67,68,78.0,74.0,83.0,80.8,75.0,WBBSE,Bengali,296.0,74.0,77.9,Medium,74.0,92.0,77.9,0.22635135135135134,0.28040540540540543,1.1810012836970474,0,0,0.37457240592930446,0.35347776510832385,0.4991448118586089,0.2112314709236032,9
