Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude
1321,HS,West Bengal Council of Higher Secondary Education,85.0,87.0,68,83,97.0,80.0,91.0,88.6,82.2,WBBSE,English,339.0,84.75,85.4,High
1322,HS,Higher Secondary Examination ,81.0,95.0,90,88,88.0,94.0,83.0,91.0,82.2,WBBSE,English,349.0,87.25,86.6,High
1323,HS,"Senior School Certificate Examination, 2022",90.0,90.0,53,59,58.0,80.0,79.0,75.2,82.2,WBBSE,English,249.0,62.25,78.7,Medium
1324,HS,ISC ,91.0,91.0,64,47,44.0,80.0,79.0,74.4,82.2,WBBSE,English,234.0,58.5,78.30000000000001,Low
1325,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,80.0,80.0,90,80,85.0,80.0,93.0,85.6,82.2,WBBSE,English,348.0,87.0,83.9,High
1326,HS,Uchchya Madhyamik,84.0,80.0,58,70,74.0,80.0,80.0,77.6,82.2,WBBSE,English,282.0,70.5,79.9,Medium
1327,HS,CBSE,91.0,91.0,78,85,87.0,89.0,83.0,88.6,82.2,WBBSE,English,333.0,83.25,85.4,High
1328,HS,Higher Secondary Examination,80.0,81.0,77,83,83.0,80.0,80.0,81.4,82.2,WBBSE,English,323.0,80.75,81.80000000000001,High
1329,HS,Higher Secondary Examination,88.0,91.0,100,87,91.0,98.0,83.0,93.6,82.2,WBBSE,English,361.0,90.25,87.9,High
1330,HS,Higher Secondary ,84.0,83.0,95,75,86.0,87.0,83.0,87.0,82.2,WBBSE,English,339.0,84.75,84.6,High
1331,HS,Senior school certificate examination ,98.0,86.0,91,86,95.0,80.0,98.0,93.6,82.2,WBBSE,English,370.0,92.5,87.9,High
1332,HS, SENIOR SECONDARY-CLASS:12 (CBSE),92.0,86.0,77,71,82.0,80.0,90.0,82.4,82.2,WBBSE,English,320.0,80.0,82.30000000000001,Medium
1333,HS,HIGHER SECONDARY EXAMINATION,90.0,82.0,95,96,96.0,94.0,83.0,94.2,82.2,WBBSE,English,370.0,92.5,88.2,High
1334,HS,MOULENDU CHOWLEY,72.0,75.0,58,54,79.0,80.0,61.0,64.0,82.2,WBBSE,English,252.0,63.0,73.1,Medium
1335,HS,HIGHER SECONDARY ,77.0,96.0,98,90,91.0,80.0,95.0,94.0,82.2,WBBSE,English,374.0,93.5,88.1,High
1336,HS,Mrinmoy Chowdhury ,90.0,80.0,94,63,77.0,80.0,83.0,80.8,82.2,WBBSE,English,317.0,79.25,81.5,Medium
1337,HS,Higher Secondary Examination,80.0,78.0,60,82,82.0,71.0,83.0,78.6,82.2,WBBSE,English,307.0,76.75,80.4,Medium
1338,HS,HIGHER SECONDARY EXAMINATION,88.0,90.0,76,91,91.0,83.0,83.0,88.6,82.2,WBBSE,English,341.0,85.25,85.4,High
1339,HS,Cisce,98.0,86.0,93,84,81.0,91.0,83.0,89.4,82.2,WBBSE,English,341.0,85.25,85.80000000000001,High
1340,HS,INDIAN CERTIFICATE OF SEVONDARY EDUCATION,91.0,91.0,89,84,79.0,75.0,83.0,86.8,82.2,WBBSE,English,335.0,83.75,84.5,High
1341,HS,West Bengal Council Of Higher Secondary Education,73.0,70.0,74,76,73.0,77.0,83.0,74.6,82.2,WBBSE,English,306.0,76.5,78.4,Medium
1342,HS,Higher Secondary Examination,95.0,99.0,97,94,97.0,92.0,83.0,96.4,82.2,WBBSE,English,371.0,92.75,89.30000000000001,High
1343,HS,HIGHER SECONDARY EXAMINATION,96.0,95.0,100,81,91.0,80.0,83.0,92.6,82.2,WBBSE,English,355.0,88.75,87.4,High
1344,HS,HIGHER SECONDARY,90.0,94.0,91,63,88.0,94.0,83.0,91.4,82.2,WBBSE,English,325.0,81.25,86.80000000000001,High
1345,HS,Piyush Kumar ,59.0,68.0,58,65,60.0,80.0,83.0,62.0,82.2,WBBSE,English,266.0,66.5,72.1,Medium
1346,HS,ISC,93.0,93.0,99,89,79.0,92.0,95.0,94.4,82.2,WBBSE,English,362.0,90.5,88.30000000000001,High
1347,HS,WBCHSE,76.0,78.0,80,82,81.0,80.0,70.0,79.4,82.2,WBBSE,English,313.0,78.25,80.80000000000001,Medium
1348,HS,PRASUN DANDAPAT(CENTRAL BOARD OF SECONDARY EDUCATION),93.0,91.0,92,91,96.0,80.0,83.0,92.6,82.2,WBBSE,English,362.0,90.5,87.4,High
1349,HS,"INTERMEDIATE ANNUAL EXAMINATION,2021",74.0,73.0,82,73,66.0,80.0,83.0,73.6,82.2,WBBSE,English,304.0,76.0,77.9,Medium
1350,HS,Higher Secondary Examination,67.0,86.0,62,60,80.0,80.0,83.0,75.0,82.2,WBBSE,English,285.0,71.25,78.6,Medium
1351,HS,WBHSE,93.0,76.0,88,65,87.0,80.0,83.0,81.8,82.2,WBBSE,English,323.0,80.75,82.0,High
1352,HS,HIGHER SECONDARY EXAM,82.0,78.0,88,70,65.0,91.0,83.0,81.8,82.2,WBBSE,English,306.0,76.5,82.0,Medium
1353,HS,Higher Secondary Examination,97.0,90.0,60,63,90.0,80.0,96.0,87.2,82.2,WBBSE,English,309.0,77.25,84.7,Medium
1354,HS,HIGHER SECONDARY EXAMINATION,82.0,90.0,100,96,96.0,96.0,83.0,95.6,82.2,WBBSE,English,375.0,93.75,88.9,High
1355,HS,HSC,84.0,88.0,98,75,81.0,65.0,83.0,85.2,82.2,WBBSE,English,337.0,84.25,83.7,High
1356,HS,Higher Secondary Examination,84.0,91.0,100,80,98.0,92.0,83.0,93.0,82.2,WBBSE,English,361.0,90.25,87.6,High
1357,HS,Higher secondary examination,84.0,84.0,87,91,84.0,96.0,83.0,88.4,82.2,WBBSE,English,345.0,86.25,85.30000000000001,High
1358,HS,RITAM PAL ,75.0,72.0,63,50,67.0,75.0,83.0,70.4,82.2,WBBSE,English,263.0,65.75,76.30000000000001,Medium
1359,HS,ISC,96.0,84.0,97,89,96.0,80.0,95.0,94.6,82.2,WBBSE,English,377.0,94.25,88.4,High
1360,HS,Higher Secondary Examination ,73.0,71.0,66,85,85.0,80.0,87.0,80.2,82.2,WBBSE,English,323.0,80.75,81.2,High
1361,HS,AISSCE,78.0,86.0,45,64,51.0,80.0,79.0,63.4,82.2,WBBSE,English,239.0,59.75,72.8,Low
1362,HS,"SENIOR SCHOOL CERTIFICATE EXAMINATION, 2022",96.0,88.0,85,75,94.0,90.0,83.0,90.6,82.2,WBBSE,English,337.0,84.25,86.4,High
1363,HS,West Bengal Council Of Higher Secondary Education,82.0,87.0,82,58,86.0,80.0,98.0,87.0,82.2,WBBSE,English,324.0,81.0,84.6,High
1364,HS,Samadrita Pan ,94.0,90.0,53,60,51.0,63.0,83.0,72.0,82.2,WBBSE,English,247.0,61.75,77.1,Medium
1365,HS,HIGHER SECONDARY EXAMINATION,86.0,94.0,96,70,70.0,80.0,93.0,87.8,82.2,WBBSE,English,329.0,82.25,85.0,High
1366,HS,Higher Secondary Examination,80.0,81.0,85,65,91.0,80.0,85.0,84.4,82.2,WBBSE,English,326.0,81.5,83.30000000000001,High
1367,HS, INDIAN SCHOOL CERTIFICATE ,96.0,96.0,84,76,62.0,79.0,83.0,86.2,82.2,WBBSE,English,305.0,76.25,84.2,Medium
1368,HS,ISC,95.0,91.0,99,91,78.0,80.0,88.0,92.8,82.2,WBBSE,English,356.0,89.0,87.5,High
1369,HS,HIGHER SECONDARY EXAMINATION,93.0,91.0,91,85,95.0,86.0,83.0,91.2,82.2,WBBSE,English,354.0,88.5,86.7,High
1370,HS,Higher secondary examination ,80.0,76.0,91,63,88.0,92.0,83.0,85.4,82.2,WBBSE,English,325.0,81.25,83.80000000000001,High
1371,HS,HIGHER SECONDARY,81.0,84.0,65,84,85.0,80.0,83.0,79.8,82.2,WBBSE,English,317.0,79.25,81.0,Medium
1372,HS,Higher Secondary Examination ,83.0,91.0,99,90,97.0,80.0,95.0,94.4,82.2,WBBSE,English,381.0,95.25,88.30000000000001,High
1373,HS,Higher Secondary,91.0,97.0,94,82,94.0,94.0,83.0,94.0,82.2,WBBSE,English,353.0,88.25,88.1,High
1374,HS,HIGHER SECONDARY EXAMINATION,90.0,87.0,53,90,90.0,87.0,83.0,88.8,82.2,WBBSE,English,316.0,79.0,85.5,Medium
1375,HS,Higher Secondary Examination,90.0,91.0,91,66,90.0,95.0,83.0,91.4,82.2,WBBSE,English,330.0,82.5,86.80000000000001,High
1376,HS,Higher secondary examination ,82.0,90.0,93,90,93.0,91.0,83.0,91.4,82.2,WBBSE,English,359.0,89.75,86.80000000000001,High
1377,HS,All India Senior School Certificate Examination (Senior Secondary),84.0,92.0,59,80,69.0,63.0,83.0,77.6,82.2,WBBSE,English,291.0,72.75,79.9,Medium
1378,HS,Senior school certificate examination,78.0,96.0,74,80,74.0,75.0,83.0,80.6,82.2,WBBSE,English,311.0,77.75,81.4,Medium
1379,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,91.0,84.0,89,76,90.0,80.0,95.0,89.8,82.2,WBBSE,English,350.0,87.5,86.0,High
1380,HS,SENIOR SECONDARY-CLASS 12,85.0,86.0,92,68,81.0,85.0,83.0,82.2,82.2,WBBSE,English,324.0,81.0,82.2,High
1381,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION (CLASS-XII) - YEAR 2022,97.0,93.0,93,87,94.0,80.0,92.0,93.8,82.2,WBBSE,English,366.0,91.5,88.0,High
1382,HS,HIGHER SECONDARY EXAMINATION,80.0,85.0,90,90,91.0,80.0,83.0,87.2,82.2,WBBSE,English,354.0,88.5,84.7,High
1383,HS,ISC,81.0,97.0,68,72,74.0,80.0,76.0,80.0,82.2,WBBSE,English,290.0,72.5,81.1,Medium
1384,HS,JHARKHAND ACADEMIC COUNCIL ,85.0,86.0,84,81,77.0,80.0,78.0,81.0,82.2,WBBSE,English,320.0,80.0,81.6,Medium
1385,HS,Higher Secondary,70.0,62.0,56,72,72.0,67.0,83.0,68.6,82.2,WBBSE,English,283.0,70.75,75.4,Medium
1386,HS,West Bengal Council Of Higher Secondary Education ,86.0,90.0,93,78,77.0,80.0,93.0,88.0,82.2,WBBSE,English,341.0,85.25,85.1,High
1387,HS,ISC,97.0,94.0,99,92,91.0,99.0,83.0,96.2,82.2,WBBSE,English,365.0,91.25,89.2,High
1388,HS,WBCHSE,83.0,80.0,85,81,87.0,80.0,82.0,83.6,82.2,WBBSE,English,335.0,83.75,82.9,High
1389,HS,Higher Secondary,93.0,92.0,44,85,82.0,93.0,83.0,89.0,82.2,WBBSE,English,294.0,73.5,85.6,Medium
1390,HS,C.B.S.E,79.0,83.0,95,88,90.0,84.0,83.0,88.0,82.2,WBBSE,English,356.0,89.0,85.1,High
1391,HS,HS,84.0,87.0,100,80,72.0,80.0,61.0,84.6,82.2,WBBSE,English,313.0,78.25,83.4,Medium
1392,HS,Higher Secondary ,99.0,90.0,100,85,86.0,80.0,83.0,92.0,82.2,WBBSE,English,354.0,88.5,87.1,High
1393,HS,Sneha jana,81.0,90.0,78,71,74.0,88.0,83.0,82.2,82.2,WBBSE,English,306.0,76.5,82.2,Medium
1394,HS,HIGHER SECONDARY EXAMINATION,78.0,83.0,66,85,85.0,75.0,83.0,81.2,82.2,WBBSE,English,319.0,79.75,81.7,Medium
1395,HS,Senior Secondary -Class:12,85.0,86.0,93,94,95.0,84.0,83.0,90.2,82.2,WBBSE,English,365.0,91.25,86.2,High
1396,HS,Higher Secondary Exam,96.0,91.0,95,77,92.0,95.0,83.0,93.8,82.2,WBBSE,English,347.0,86.75,88.0,High
1397,HS,Higher Secondary Examination ,90.0,99.0,100,77,99.0,80.0,100.0,97.6,82.2,WBBSE,English,376.0,94.0,89.9,High
1398,HS,CBSE,80.0,86.0,75,78,75.0,71.0,83.0,75.8,82.2,WBBSE,English,311.0,77.75,79.0,Medium
1399,HS,ISC,94.0,99.0,92,84,86.0,94.0,83.0,93.0,82.2,WBBSE,English,345.0,86.25,87.6,High
1400,HS,"Central Board of Secondary Education - Senior School Certificate Examination , 2021",90.0,90.0,80,93,82.0,80.0,83.0,87.0,82.2,WBBSE,English,338.0,84.5,84.6,High
1401,HS,ALL INDIA SENIOR SCHOOL CERTIFICATE EXAMINATION ,94.0,93.0,74,62,66.0,80.0,92.0,83.8,82.2,WBBSE,English,294.0,73.5,83.0,Medium
1402,HS,Senior Secondary,86.0,86.0,79,80,77.0,80.0,89.0,82.2,82.2,WBBSE,English,325.0,81.25,82.2,High
1403,HS,HIGHER SECONDARY,90.0,84.0,63,73,66.0,85.0,83.0,79.6,82.2,WBBSE,English,285.0,71.25,80.9,Medium
1404,HS,HIGHER SECONDARY ,77.0,86.0,97,78,86.0,90.0,83.0,87.4,82.2,WBBSE,English,344.0,86.0,84.80000000000001,High
1405,HS,Senior School Certificate Examination,92.0,87.0,89,92,92.0,89.0,83.0,90.8,82.2,WBBSE,English,356.0,89.0,86.5,High
1406,HS,Higher Secondary Examination 2022,88.0,94.0,73,70,86.0,80.0,93.0,86.8,82.2,WBBSE,English,322.0,80.5,84.5,High
1407,HS,West Bengal Council of Higher Secondary education ,80.0,82.0,63,83,82.0,80.0,78.0,81.0,82.2,WBBSE,English,306.0,76.5,81.6,Medium
1408,HS,Higher Secondary Examination 2022,81.0,99.0,98,80,92.0,91.0,83.0,92.2,82.2,WBBSE,English,353.0,88.25,87.2,High
1409,HS,WBCHSE,81.0,91.0,93,90,90.0,80.0,98.0,92.4,82.2,WBBSE,English,371.0,92.75,87.30000000000001,High
1410,HS,senior school certificate examination ,78.0,78.0,57,67,61.0,80.0,83.0,68.2,82.2,WBBSE,English,268.0,67.0,75.2,Medium
1411,HS,HIGHER SECONDARY,90.0,86.0,86,95,95.0,93.0,83.0,91.8,82.2,WBBSE,English,359.0,89.75,87.0,High
1412,HS,West Bengal Council of Higher Secondary Education (WBCHSE),90.0,90.0,97,93,96.0,98.0,83.0,94.8,82.2,WBBSE,English,369.0,92.25,88.5,High
1413,HS,Indian School Certificate examination (ISC EXAM),91.0,85.0,67,75,79.0,80.0,87.0,81.0,82.2,WBBSE,English,308.0,77.0,81.6,Medium
1414,HS,Higher Secondary Examination,90.0,94.0,90,64,64.0,80.0,64.0,80.4,82.2,WBBSE,English,282.0,70.5,81.30000000000001,Medium
1415,HS,Higher Secondary ,87.0,86.0,70,54,61.0,66.0,83.0,67.6,82.2,WBBSE,English,268.0,67.0,74.9,Medium
1416,HS,SUBHAM RAJ,69.0,91.0,66,62,58.0,80.0,83.0,69.2,82.2,WBBSE,English,269.0,67.25,75.7,Medium
1417,HS,WEST BENGAL HIGHER SECONDARY EDUCATION,94.0,87.0,100,70,84.0,82.0,83.0,89.4,82.2,WBBSE,English,337.0,84.25,85.80000000000001,High
1418,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION ,49.0,66.0,45,52,53.0,80.0,83.0,53.0,82.2,WBBSE,English,233.0,58.25,67.6,Low
1419,HS,Higher Secondary Exam,82.0,81.0,82,53,77.0,90.0,83.0,82.4,82.2,WBBSE,English,295.0,73.75,82.30000000000001,Medium
1420,HS,CBSE,79.0,86.0,55,72,66.0,80.0,89.0,72.2,82.2,WBBSE,English,282.0,70.5,77.2,Medium
1421,HS,Higher Secondary,77.0,78.0,81,50,68.0,70.0,83.0,74.8,82.2,WBBSE,English,282.0,70.5,78.5,Medium
1422,HS,HIGHER SECONDARY EXAMINATION ,88.0,85.0,90,78,90.0,80.0,62.0,86.2,82.2,WBBSE,English,320.0,80.0,84.2,Medium
1423,HS,WBCHSE,88.0,94.0,94,80,90.0,96.0,83.0,92.4,82.2,WBBSE,English,347.0,86.75,87.30000000000001,High
1424,HS,Higher Secondary Examination ,80.0,81.0,65,83,84.0,66.0,83.0,78.8,82.2,WBBSE,English,315.0,78.75,80.5,Medium
1425,HS,Central Board of Secondary Education ,82.0,86.0,46,50,51.0,80.0,66.0,59.0,82.2,WBBSE,English,213.0,53.25,70.6,Low
1426,HS,Indian School Certificate,91.0,86.0,79,71,67.0,80.0,82.0,78.0,82.2,WBBSE,English,299.0,74.75,80.1,Medium
1427,HS,THE HIGHER SECONDARY EXAMINATION 2021,86.0,87.0,76,90,90.0,87.0,83.0,88.0,82.2,WBBSE,English,339.0,84.75,85.1,High
1428,HS,AISSCE(All India Senior School Certificate Examination),87.0,86.0,65,72,74.0,80.0,81.0,75.8,82.2,WBBSE,English,292.0,73.0,79.0,Medium
1429,HS,WBCHSE,80.0,72.0,83,70,71.0,90.0,83.0,79.2,82.2,WBBSE,English,307.0,76.75,80.7,Medium
1430,HS,HIGHER SECONDARY EXAMINATION ,90.0,87.0,76,78,81.0,93.0,83.0,85.8,82.2,WBBSE,English,318.0,79.5,84.0,Medium
1431,HS,Higher Secondary ,81.0,84.0,88,76,91.0,83.0,83.0,85.4,82.2,WBBSE,English,338.0,84.5,83.80000000000001,High
1432,HS,HIGHER SECONDARY(HS) EXAMINATION,90.0,100.0,100,82,95.0,99.0,83.0,96.8,82.2,WBBSE,English,360.0,90.0,89.5,High
1433,HS,Higher secondary,70.0,91.0,94,71,84.0,93.0,83.0,86.6,82.2,WBBSE,English,332.0,83.0,84.4,High
1434,HS,WB HS EXAM,87.0,95.0,84,74,90.0,85.0,83.0,88.2,82.2,WBBSE,English,331.0,82.75,85.2,High
1435,HS,West Bengal Higher Secondary Examination,86.0,98.0,98,95,93.0,80.0,98.0,96.4,82.2,WBBSE,English,384.0,96.0,89.30000000000001,High
1436,HS,West Bengal Board Of Secondary Education,90.0,85.0,67,90,90.0,72.0,83.0,85.4,82.2,WBBSE,English,330.0,82.5,83.80000000000001,High
1437,HS,ISC,94.0,83.0,91,82,56.0,80.0,89.0,87.8,82.2,WBBSE,English,318.0,79.5,85.0,Medium
1438,HS,WBCHSE ,78.0,82.0,91,92,92.0,80.0,72.0,87.0,82.2,WBBSE,English,347.0,86.75,84.6,High
1439,HS,Higher Secondary Examination,83.0,92.0,71,93,92.0,80.0,83.0,86.2,82.2,WBBSE,English,339.0,84.75,84.2,High
1440,HS,HS,57.0,86.0,60,52,70.0,83.0,83.0,71.2,82.2,WBBSE,English,265.0,66.25,76.7,Medium
1441,HS,Higher Secondary Examination,83.0,84.0,72,86,86.0,71.0,83.0,82.2,82.2,WBBSE,English,327.0,81.75,82.2,High
1442,HS,West Bengal Higher Secondary Examination,68.0,72.0,64,76,70.0,62.0,83.0,70.0,82.2,WBBSE,English,293.0,73.25,76.1,Medium
1443,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION 2022,87.0,86.0,91,87,79.0,80.0,83.0,68.8,82.2,WBBSE,English,340.0,85.0,75.5,High
1444,HS,HIGHER SECONDARY,74.0,87.0,73,62,93.0,80.0,83.0,77.8,82.2,WBBSE,English,311.0,77.75,80.0,Medium
1445,HS,Higher secondary,94.0,93.0,91,75,79.0,90.0,83.0,88.6,82.2,WBBSE,English,328.0,82.0,85.4,High
1446,HS,Board examination ,76.0,78.0,51,63,80.0,80.0,78.0,75.0,82.2,WBBSE,English,272.0,68.0,78.6,Medium
1447,HS,CBSE ,75.0,86.0,51,61,54.0,80.0,83.0,48.2,82.2,WBBSE,English,249.0,62.25,65.2,Medium
1448,HS,ISC,81.0,81.0,60,44,38.0,80.0,70.0,67.2,82.2,WBBSE,English,212.0,53.0,74.7,Low
1449,HS,"Senior School Certificate Examination, 2021 ",85.0,86.0,75,78,79.0,73.0,83.0,78.0,82.2,WBBSE,English,315.0,78.75,80.1,Medium
1450,HS,HIGHER SECONDARY EXAMINATION,82.0,86.0,60,57,53.0,98.0,83.0,76.6,82.2,WBBSE,English,253.0,63.25,79.4,Medium
1451,HS,AISSCE,85.0,93.0,62,64,74.0,80.0,84.0,80.0,82.2,WBBSE,English,284.0,71.0,81.1,Medium
1452,HS,CBSE,79.0,86.0,54,63,63.0,80.0,83.0,51.8,82.2,WBBSE,English,263.0,65.75,67.0,Medium
1453,HS,Higher Secondary Examination (WB),84.0,95.0,81,95,95.0,84.0,83.0,90.6,82.2,WBBSE,English,354.0,88.5,86.4,High
1454,HS,Senior school certificate examination,80.0,86.0,75,74,71.0,80.0,65.0,73.0,82.2,WBBSE,English,285.0,71.25,77.6,Medium
1455,HS,AISSCE,88.0,81.0,75,81,82.0,80.0,83.0,81.4,82.2,WBBSE,English,321.0,80.25,81.80000000000001,High
1456,HS,WBCHSE,87.0,94.0,60,52,67.0,80.0,83.0,77.6,82.2,WBBSE,English,262.0,65.5,79.9,Medium
1457,HS,Central Board of Secondary Education (CBSE),72.0,86.0,47,49,67.0,56.0,83.0,58.2,82.2,WBBSE,English,246.0,61.5,70.2,Medium
1458,HS,SENIOR SECONDARY-CLASS:12,81.0,74.0,43,61,60.0,80.0,74.0,70.0,82.2,WBBSE,English,238.0,59.5,76.1,Low
1459,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,82.0,86.0,70,74,94.0,76.0,83.0,79.2,82.2,WBBSE,English,321.0,80.25,80.7,High
1460,HS,WBCHSE,81.0,73.0,81,63,84.0,81.0,83.0,80.0,82.2,WBBSE,English,311.0,77.75,81.1,Medium
1461,HS,HIGHER SECONDARY EXAMINATION ,97.0,94.0,97,77,83.0,90.0,83.0,92.2,82.2,WBBSE,English,340.0,85.0,87.2,High
1462,HS,Senior School Certificate Examination,94.0,92.0,92,91,92.0,88.0,83.0,92.2,82.2,WBBSE,English,358.0,89.5,87.2,High
1463,HS,H. S.,82.0,68.0,61,58,81.0,63.0,83.0,71.0,82.2,WBBSE,English,283.0,70.75,76.6,Medium
1464,HS,West bengal board of higher secondary education,94.0,72.0,83,80,86.0,90.0,83.0,86.6,82.2,WBBSE,English,332.0,83.0,84.4,High
1465,HS,WBCHSE,54.0,70.0,54,47,85.0,80.0,92.0,71.0,82.2,WBBSE,English,278.0,69.5,76.6,Medium
1466,HS,Higher Secondary Examination,85.0,94.0,100,70,90.0,80.0,73.0,88.4,82.2,WBBSE,English,333.0,83.25,85.30000000000001,High
1467,HS,HIGHER SECONDARY,75.0,91.0,86,77,70.0,85.0,83.0,82.8,82.2,WBBSE,English,316.0,79.0,82.5,Medium
1468,HS,Higher Secondary Examination,91.0,94.0,92,95,95.0,87.0,83.0,93.4,82.2,WBBSE,English,365.0,91.25,87.80000000000001,High
1469,HS,Higher secondary examination ,90.0,96.0,86,76,74.0,81.0,83.0,85.8,82.2,WBBSE,English,319.0,79.75,84.0,Medium
1470,HS,ISC,92.0,81.0,88,73,71.0,83.0,83.0,83.4,82.2,WBBSE,English,315.0,78.75,82.80000000000001,Medium
1471,HS,Higher secondary examination,63.0,84.0,73,64,80.0,92.0,83.0,78.6,82.2,WBBSE,English,300.0,75.0,80.4,Medium
1472,HS,HIGHER SECONDARY,81.0,84.0,63,80,84.0,65.0,83.0,78.8,82.2,WBBSE,English,310.0,77.5,80.5,Medium
1473,HS, HIGHER SECONDARY ,77.0,95.0,93,60,93.0,88.0,83.0,89.2,82.2,WBBSE,English,329.0,82.25,85.7,High
1474,HS,JHARKHAND ACADEMY OF COUNCIL,86.0,86.0,93,86,79.0,80.0,83.0,80.8,82.2,WBBSE,English,341.0,85.25,81.5,High
1475,HS,Cbsc,91.0,91.0,68,84,83.0,80.0,83.0,83.4,82.2,WBBSE,English,318.0,79.5,82.80000000000001,Medium
1476,HS,SENIOR SECONDARY SCHOOL EXAMINATION,75.0,51.0,89,72,77.0,80.0,83.0,72.8,82.2,WBBSE,English,321.0,80.25,77.5,High
1477,HS,HIGHER SECONDARY EXAMINATION 2021,88.0,87.0,75,90,90.0,78.0,83.0,86.6,82.2,WBBSE,English,338.0,84.5,84.4,High
1478,HS,ISC,86.0,86.0,91,83,76.0,74.0,83.0,84.4,82.2,WBBSE,English,333.0,83.25,83.30000000000001,High
1479,HS,Higher Secondary Examination,86.0,91.0,58,52,51.0,80.0,83.0,73.4,82.2,WBBSE,English,244.0,61.0,77.80000000000001,Medium
1480,HS,Indian School Certificate ,96.0,92.0,91,87,88.0,80.0,97.0,92.8,82.2,WBBSE,English,363.0,90.75,87.5,High
1481,HS,WBCHSC ,88.0,94.0,96,78,94.0,90.0,83.0,92.4,82.2,WBBSE,English,351.0,87.75,87.30000000000001,High
1482,HS,West Bengal council of Higher Secondary Education ,80.0,82.0,62,84,84.0,80.0,83.0,82.0,82.2,WBBSE,English,313.0,78.25,82.1,Medium
1483,HS,HIGHER SECONDARY,83.0,95.0,100,50,76.0,81.0,83.0,87.0,82.2,WBBSE,English,309.0,77.25,84.6,Medium
1484,HS,Higher Secondary Examination ,81.0,98.0,96,77,88.0,80.0,83.0,88.0,82.2,WBBSE,English,344.0,86.0,85.1,High
1485,HS,Higher Secondary Examination ,87.0,86.0,99,70,80.0,95.0,83.0,89.4,82.2,WBBSE,English,332.0,83.0,85.80000000000001,High
1486,HS,HIGHER SECONDARY EXAMINATION,74.0,98.0,95,60,85.0,96.0,83.0,89.6,82.2,WBBSE,English,323.0,80.75,85.9,High
1487,HS,HIGHER SECONDARY,95.0,84.0,91,80,92.0,93.0,83.0,91.0,82.2,WBBSE,English,346.0,86.5,86.6,High
1488,HS,Higher Secondary,83.0,75.0,82,85,85.0,78.0,83.0,82.6,82.2,WBBSE,English,335.0,83.75,82.4,High
1489,HS,Higher secondary examination ,97.0,81.0,84,77,85.0,97.0,83.0,88.8,82.2,WBBSE,English,329.0,82.25,85.5,High
1490,HS,HIGHER SECONDARY,90.0,75.0,73,51,60.0,84.0,83.0,76.4,82.2,WBBSE,English,267.0,66.75,79.30000000000001,Medium
1491,HS,Higher Secondary ,84.0,76.0,60,84,84.0,80.0,75.0,80.6,82.2,WBBSE,English,303.0,75.75,81.4,Medium
1492,HS,All India Senior School Certificate Examination (AISSCE) - 2022,80.0,86.0,68,72,80.0,90.0,83.0,78.0,82.2,WBBSE,English,303.0,75.75,80.1,Medium
1493,HS,Senior School Certificate Examination ,96.0,86.0,81,88,78.0,80.0,65.0,81.6,82.2,WBBSE,English,312.0,78.0,81.9,Medium
1494,HS,DEV SHAW ,80.0,86.0,44,69,61.0,80.0,72.0,65.2,82.2,WBBSE,English,246.0,61.5,73.7,Medium
1495,HS,CBSE,85.0,91.0,72,84,74.0,80.0,89.0,84.6,82.2,WBBSE,English,319.0,79.75,83.4,Medium
1496,HS,HIGHER SECONDARY,83.0,77.0,73,72,98.0,94.0,83.0,85.0,82.2,WBBSE,English,326.0,81.5,83.6,High
1497,HS,WBCHSE,87.0,80.0,90,60,75.0,80.0,83.0,78.4,82.2,WBBSE,English,308.0,77.0,80.30000000000001,Medium
1498,HS,GAURAV KUMAR,85.0,85.0,83,80,67.0,67.0,83.0,80.0,82.2,WBBSE,English,313.0,78.25,81.1,Medium
1499,HS,bihar school examination board,80.0,68.0,84,75,59.0,80.0,83.0,73.2,82.2,WBBSE,English,301.0,75.25,77.7,Medium
1500,HS,Higher Secondary ( WBCHSE),93.0,83.0,87,94,79.0,92.0,83.0,89.8,82.2,WBBSE,English,343.0,85.75,86.0,High
1501,HS,HIMADRI PAUL,90.0,86.0,63,73,78.0,86.0,83.0,78.0,82.2,WBBSE,English,297.0,74.25,80.1,Medium
1502,HS,Higher Secondary,88.0,87.0,95,80,90.0,90.0,83.0,90.0,82.2,WBBSE,English,348.0,87.0,86.1,High
1503,HS,West Bengal Council of Higher Secondary Education ,70.0,85.0,75,50,77.0,80.0,94.0,80.2,82.2,WBBSE,English,296.0,74.0,81.2,Medium
1504,HS,Juin Adhikary,94.0,90.0,63,51,62.0,85.0,83.0,78.8,82.2,WBBSE,English,259.0,64.75,80.5,Medium
1505,HS,THE HIGHER SECONDARY EXAMINATION 2022,88.0,87.0,99,86,92.0,87.0,83.0,90.6,82.2,WBBSE,English,360.0,90.0,86.4,High
